"search-number","evaluation","exploration-probability*","exploration-radius*","fitness","num-replicates","best-fitness-so-far","best-fitness-rechecked"
"1","267","0.28","5.94","499218.54237000557","3","739217.2583516798","723782.9596914296"
"1","270","0.11","4.26","567774.9427090068","3","739217.2583516798","723782.9596914296"
"1","273","0.1","1.87","575704.603384761","3","739217.2583516798","723782.9596914296"
"1","276","0.96","10.24","463888.80911624554","3","739217.2583516798","723782.9596914296"
"1","279","0.13","5.7700000000000005","557889.9820247205","3","739217.2583516798","723782.9596914296"
"1","282","0.04","4.4","719599.9317731974","3","739217.2583516798","723782.9596914296"
"1","285","0.11","10.39","582073.5137848924","3","739217.2583516798","723782.9596914296"
"1","288","0.14","6.64","548535.6954914235","3","739217.2583516798","723782.9596914296"
"1","291","0.04","10.44","776368.9796197792","3","776368.9796197792","767384.2388192199"
"1","294","0.1","1.8399999999999999","591754.0580910685","3","776368.9796197792","767384.2388192199"
"1","297","0.08","8.56","634303.1817090575","3","776368.9796197792","767384.2388192199"
"1","300","0.05","7.16","725842.6704046625","3","776368.9796197792","767384.2388192199"
"1","303","0.1","1.81","589070.7052065312","3","776368.9796197792","767384.2388192199"
"1","306","0.13","8.33","553008.3067702943","3","776368.9796197792","767384.2388192199"
"1","309","0.06","1.9300000000000002","665112.5616990553","3","776368.9796197792","767384.2388192199"
"1","312","0.1","10.870000000000001","589850.6186073484","3","776368.9796197792","767384.2388192199"
"1","315","0.5","7.3100000000000005","474989.8463121446","3","776368.9796197792","767384.2388192199"
"1","318","0.13","7.12","549957.1887638948","3","776368.9796197792","767384.2388192199"
"1","321","0.07","10.36","670199.4095312476","3","776368.9796197792","767384.2388192199"
"1","324","0.04","1.82","632331.6471233343","3","776368.9796197792","767384.2388192199"
"1","327","0.15","7.79","540817.9739579422","3","776368.9796197792","767384.2388192199"
"1","330","0.24","7.63","501582.41560148","3","776368.9796197792","767384.2388192199"
"1","333","0.01","6.8100000000000005","587980.1089214376","3","776368.9796197792","767384.2388192199"
"1","336","0.1","8.469999999999999","603349.1910110858","3","776368.9796197792","767384.2388192199"
"1","339","0.16","7.3","543131.3168662135","3","776368.9796197792","767384.2388192199"
"1","342","0.1","1.9100000000000001","558049.4630086226","3","776368.9796197792","767384.2388192199"
"1","345","0.56","7.63","472495.54744501895","3","776368.9796197792","767384.2388192199"
"1","348","0.12","1.8399999999999999","569785.0183414922","3","776368.9796197792","767384.2388192199"
"1","351","0.04","2.1100000000000003","695304.8159147962","3","776368.9796197792","767384.2388192199"
"1","354","0.05","4.76","706258.175872401","3","776368.9796197792","767384.2388192199"
"1","357","0.28","4.67","494627.10063803237","3","776368.9796197792","767384.2388192199"
"1","360","0.15","2.1100000000000003","532853.3596700367","3","776368.9796197792","767384.2388192199"
"1","363","0.05","8.11","726169.6491561333","3","776368.9796197792","767384.2388192199"
"1","366","0.11","1.8","567663.0877183038","3","776368.9796197792","767384.2388192199"
"1","369","0.07","7.11","662100.2002595433","3","776368.9796197792","767384.2388192199"
"1","372","0.14","10.14","550862.9199978072","3","776368.9796197792","767384.2388192199"
"1","375","0.05","5.55","712715.592366737","3","776368.9796197792","767384.2388192199"
"1","378","0.1","4.21","603436.3423029915","3","776368.9796197792","767384.2388192199"
"1","381","0.04","6.68","751783.3534272411","3","776368.9796197792","767384.2388192199"
"1","384","0.05","10.51","732536.2730004004","3","776368.9796197792","767384.2388192199"
"1","387","0.07","7.76","660784.0930388371","3","776368.9796197792","767384.2388192199"
"1","390","0.08","3.67","625021.2911934938","3","776368.9796197792","767384.2388192199"
"1","393","0.04","10.370000000000001","765065.2670063091","3","776368.9796197792","767384.2388192199"
"1","396","0.71","10.43","466880.2218605404","3","776368.9796197792","767384.2388192199"
"1","399","0.1","1.83","576480.3029739555","3","776368.9796197792","767384.2388192199"
"1","402","0.04","1.88","653217.9815257984","3","776368.9796197792","767384.2388192199"
"1","405","0.05","10.47","754511.6845343321","3","776368.9796197792","767384.2388192199"
"1","408","0.54","1.87","477750.2263588547","3","776368.9796197792","767384.2388192199"
"1","411","0.6","10.540000000000001","468803.1350711736","3","776368.9796197792","767384.2388192199"
"1","414","0.06","10.44","702656.6274150144","3","776368.9796197792","767384.2388192199"
"1","417","0.04","3.96","727328.8372183562","3","776368.9796197792","767384.2388192199"
"1","420","0.04","6.6000000000000005","748209.3967998737","3","776368.9796197792","767384.2388192199"
"1","423","0.05","10.52","754375.0041703447","3","776368.9796197792","767384.2388192199"
"1","426","0.1","10.450000000000001","594475.3972558171","3","776368.9796197792","767384.2388192199"
"1","429","0.07","1.8","620352.1498350467","3","776368.9796197792","767384.2388192199"
"1","432","0.05","7.32","727398.8998571644","3","776368.9796197792","767384.2388192199"
"1","435","0.05","8.120000000000001","734995.711476334","3","776368.9796197792","767384.2388192199"
"1","438","0.11","5.2700000000000005","580165.8430341599","3","776368.9796197792","767384.2388192199"
"1","441","0.05","4.12","685790.289469203","3","776368.9796197792","767384.2388192199"
"1","444","0.04","7.83","755054.3363831411","3","776368.9796197792","767384.2388192199"
"1","447","1","4.4","460068.0922840457","3","776368.9796197792","767384.2388192199"
"1","450","0.75","1.8","476939.0716116976","3","776368.9796197792","767384.2388192199"
"1","453","0.14","1.8399999999999999","551034.2254494742","3","776368.9796197792","767384.2388192199"
"1","456","0.98","4.4","461026.15594098653","3","776368.9796197792","767384.2388192199"
"1","459","0.87","7.04","465135.55798031756","3","776368.9796197792","767384.2388192199"
"1","462","0.04","4.63","729804.5744381225","3","776368.9796197792","767384.2388192199"
"1","465","0.07","10.44","666059.4116637054","3","776368.9796197792","767384.2388192199"
"1","468","0.04","10.59","770903.8497615713","3","776368.9796197792","767384.2388192199"
"1","471","0.02","1.9100000000000001","596649.560018387","3","776368.9796197792","767384.2388192199"
"1","474","0.04","1.79","668408.0277471408","3","776368.9796197792","767384.2388192199"
"1","477","0.04","10.51","762638.3343400686","3","776368.9796197792","767384.2388192199"
"1","480","0.05","10.59","745573.7616056692","3","776368.9796197792","767384.2388192199"
"1","483","0.26","6.68","501384.9021707626","3","776368.9796197792","767384.2388192199"
"1","486","0.05","6.75","726632.7324118988","3","776368.9796197792","767384.2388192199"
"1","489","0.08","10.39","626463.5815582337","3","776368.9796197792","767384.2388192199"
"1","492","0.11","3.62","569095.8706621383","3","776368.9796197792","767384.2388192199"
"1","495","0.05","10.38","732158.0760275979","3","776368.9796197792","767384.2388192199"
"1","498","0.04","6.51","756346.05172248","3","776368.9796197792","767384.2388192199"
"1","501","0.05","6.59","723694.7862341544","3","776368.9796197792","767384.2388192199"
"1","504","0.04","3.63","696614.9451716798","3","776368.9796197792","767384.2388192199"
"1","507","0.58","6.68","472315.52046514716","3","776368.9796197792","767384.2388192199"
"1","510","0.04","7.1000000000000005","749677.9961293554","3","776368.9796197792","767384.2388192199"
"1","513","0.07","10.36","667907.5752655114","3","776368.9796197792","767384.2388192199"
"1","516","0.06","1.8","678849.2362574143","3","776368.9796197792","767384.2388192199"
"1","519","0.07","4.63","664142.3670557005","3","776368.9796197792","767384.2388192199"
"1","522","0.07","7.32","667019.070095321","3","776368.9796197792","767384.2388192199"
"1","525","0.05","1.88","630248.6652455032","3","776368.9796197792","767384.2388192199"
"1","528","0.26","6.59","499555.29082912905","3","776368.9796197792","767384.2388192199"
"1","531","0.04","5.2700000000000005","757335.8756335716","3","776368.9796197792","767384.2388192199"
"1","534","0.11","7.92","580975.134648563","3","776368.9796197792","767384.2388192199"
"1","537","0.06","10.3","702935.0722859033","3","776368.9796197792","767384.2388192199"
"1","540","0.04","8.56","763239.5612233189","3","776368.9796197792","767384.2388192199"
"1","543","0.4","10.370000000000001","479623.9555883729","3","776368.9796197792","767384.2388192199"
"1","546","0.27","5.55","498654.1691675894","3","776368.9796197792","767384.2388192199"
"1","549","0.05","3.79","683628.5776667221","3","776368.9796197792","767384.2388192199"
"1","552","0.06","6.67","676775.6097881575","3","776368.9796197792","767384.2388192199"
"1","555","0.11","8.469999999999999","581629.3940612805","3","776368.9796197792","767384.2388192199"
"1","558","0.04","4.3100000000000005","723289.3959874025","3","776368.9796197792","767384.2388192199"
"1","561","0.05","1.79","629572.4656869824","3","776368.9796197792","767384.2388192199"
"1","564","0.59","10.370000000000001","470117.0883079253","3","776368.9796197792","767384.2388192199"
"2","3","0.44","5.38","479169.7017570764","3","479169.7017570764","480787.9626944787"
"2","6","0.86","5.36","465507.6618856441","3","479169.7017570764","480787.9626944787"
"2","9","0.15","10.65","541707.0707254612","3","541707.0707254612","539897.2140206664"
"2","12","0.86","9.74","464399.40652454924","3","541707.0707254612","539897.2140206664"
"2","15","0.46","5.4","477243.977893721","3","541707.0707254612","539897.2140206664"
"2","18","0.58","10.26","471238.0949766384","3","541707.0707254612","539897.2140206664"
"2","21","0.54","4.16","475317.5160834642","3","541707.0707254612","539897.2140206664"
"2","24","0.97","4.300000000000001","460915.94378483045","3","541707.0707254612","539897.2140206664"
"2","27","0.07","9.89","660221.3869626921","3","660221.3869626921","667012.6989086914"
"2","30","0.3","6.7700000000000005","493898.68713125354","3","660221.3869626921","667012.6989086914"
"2","33","0.71","10.8","466933.9044814764","3","660221.3869626921","667012.6989086914"
"2","36","0.18","7.57","527686.875843621","3","660221.3869626921","667012.6989086914"
"2","39","1","8.15","462291.6890772201","3","660221.3869626921","667012.6989086914"
"2","42","0.71","4.5","468177.01046792156","3","660221.3869626921","667012.6989086914"
"2","45","0.86","9.23","465982.9993491739","3","660221.3869626921","667012.6989086914"
"2","48","0.45","2.4699999999999998","477837.4333953124","3","660221.3869626921","667012.6989086914"
"2","51","0","3.29","-438000","3","660221.3869626921","667012.6989086914"
"2","54","0.77","5.86","467397.1561069878","3","660221.3869626921","667012.6989086914"
"2","57","0.79","1.98","468110.41085741605","3","660221.3869626921","667012.6989086914"
"2","60","0.16","1.15","528128.77008519","3","660221.3869626921","667012.6989086914"
"2","63","0.74","3.21","468056.0424113453","3","660221.3869626921","667012.6989086914"
"2","66","0.26","3.61","502581.01464490406","3","660221.3869626921","667012.6989086914"
"2","69","0.98","4.57","460539.2003818415","3","660221.3869626921","667012.6989086914"
"2","72","0.26","1.1","508855.5927101949","3","660221.3869626921","667012.6989086914"
"2","75","0.49","2.96","473388.58520794736","3","660221.3869626921","667012.6989086914"
"2","78","0.76","10.55","465633.3059404355","3","660221.3869626921","667012.6989086914"
"2","81","0.22","6.38","509608.0904096725","3","660221.3869626921","667012.6989086914"
"2","84","0.68","11","468465.3004298329","3","660221.3869626921","667012.6989086914"
"2","87","0.67","10.41","467716.858100373","3","660221.3869626921","667012.6989086914"
"2","90","0.64","10.82","469301.13770990336","3","660221.3869626921","667012.6989086914"
"2","93","0.03","10.93","777839.537891637","3","777839.537891637","782624.2382302878"
"2","96","0.35000000000000003","6.62","489407.6317162116","3","777839.537891637","782624.2382302878"
"2","99","0.67","1.76","474014.90978069085","3","777839.537891637","782624.2382302878"
"2","102","0.09","2.31","587901.6127155024","3","777839.537891637","782624.2382302878"
"2","105","0.14","8.55","557355.6959086385","3","777839.537891637","782624.2382302878"
"2","108","0.65","4.09","471356.4684800364","3","777839.537891637","782624.2382302878"
"2","111","0.64","4.890000000000001","470933.0402816902","3","777839.537891637","782624.2382302878"
"2","114","0.9400000000000001","5.03","463002.35449652997","3","777839.537891637","782624.2382302878"
"2","117","0.71","10.3","466605.5134006196","3","777839.537891637","782624.2382302878"
"2","120","0.24","1.69","501719.8235021387","3","777839.537891637","782624.2382302878"
"2","123","0.01","1.52","352485.32480957574","3","777839.537891637","782624.2382302878"
"2","126","0.9","2.33","458319.24515642395","3","777839.537891637","782624.2382302878"
"2","129","0.56","7.8100000000000005","472256.9160365641","3","777839.537891637","782624.2382302878"
"2","132","0.05","1.76","714340.134801552","3","777839.537891637","782624.2382302878"
"2","135","0.45","9.06","477064.9321997168","3","777839.537891637","782624.2382302878"
"2","138","0.9500000000000001","7.03","465134.5781477338","3","777839.537891637","782624.2382302878"
"2","141","0.81","4.77","467651.28313797386","3","777839.537891637","782624.2382302878"
"2","144","0.44","7.79","479186.9824552703","3","777839.537891637","782624.2382302878"
"2","147","0.86","5","465964.8888167571","3","777839.537891637","782624.2382302878"
"2","150","0.84","4.35","464216.09660763555","3","777839.537891637","782624.2382302878"
"2","153","0.54","2.31","467381.21418897394","3","777839.537891637","782624.2382302878"
"2","156","0.09","4.16","619038.4258526851","3","777839.537891637","782624.2382302878"
"2","159","0.15","1.1400000000000001","541558.2689203107","3","777839.537891637","782624.2382302878"
"2","162","0.16","10.64","535885.4866976195","3","777839.537891637","782624.2382302878"
"2","165","0.44","10.5","476709.76957190846","3","777839.537891637","782624.2382302878"
"2","168","0.26","5.95","499946.36574736383","3","777839.537891637","782624.2382302878"
"2","171","0.65","9.21","468335.8173890602","3","777839.537891637","782624.2382302878"
"2","174","0.09","6.24","618629.7793256775","3","777839.537891637","782624.2382302878"
"2","177","0.07","4.91","649936.2788956946","3","777839.537891637","782624.2382302878"
"2","180","0.05","9.44","746970.8555904037","3","777839.537891637","782624.2382302878"
"2","183","0.28","3.61","495071.0441055751","3","777839.537891637","782624.2382302878"
"2","186","0.05","10.93","721705.8805333545","3","777839.537891637","782624.2382302878"
"2","189","0.6","10.82","469212.0518510714","3","777839.537891637","782624.2382302878"
"2","192","0.47000000000000003","5.38","478243.74779282254","3","777839.537891637","782624.2382302878"
"2","195","0.26","3.18","494587.43685320293","3","777839.537891637","782624.2382302878"
"2","198","0.59","5.38","473054.6774309732","3","777839.537891637","782624.2382302878"
"2","201","0.44","10.27","478820.439197613","3","777839.537891637","782624.2382302878"
"2","204","0.3","10.28","491440.18465785164","3","777839.537891637","782624.2382302878"
"2","207","0.44","6.83","477658.8944318243","3","777839.537891637","782624.2382302878"
"2","210","0.56","4.16","473280.5405506071","3","777839.537891637","782624.2382302878"
"2","213","0.73","11","467011.12529584835","3","777839.537891637","782624.2382302878"
"2","216","0.22","10.790000000000001","505655.0227520882","3","777839.537891637","782624.2382302878"
"2","219","0.56","4.1","473563.59536809893","3","777839.537891637","782624.2382302878"
"2","222","0.65","7.82","470334.0391878483","3","777839.537891637","782624.2382302878"
"2","225","0.35000000000000003","10.78","484314.40152104216","3","777839.537891637","782624.2382302878"
"2","228","0.64","6.61","470092.65372598375","3","777839.537891637","782624.2382302878"
"2","231","0.72","1.98","471485.57711424376","3","777839.537891637","782624.2382302878"
"2","234","0.97","10.3","464629.4545925888","3","777839.537891637","782624.2382302878"
"2","237","0.14","10.6","554884.6599915102","3","777839.537891637","782624.2382302878"
"2","240","0.15","8.57","535448.3254524516","3","777839.537891637","782624.2382302878"
"2","243","0.13","8.5","557212.0601314054","3","777839.537891637","782624.2382302878"
"2","246","0.03","3.18","736337.3212045474","3","777839.537891637","782624.2382302878"
"2","249","0.07","9.9","658859.6057592173","3","777839.537891637","782624.2382302878"
"2","252","0.05","2.1500000000000004","680109.937961725","3","777839.537891637","782624.2382302878"
"2","255","0.14","9.44","550859.9503875624","3","777839.537891637","782624.2382302878"
"2","258","0.05","8.55","724050.0411308993","3","777839.537891637","782624.2382302878"
"2","261","0.16","4.88","535104.073636322","3","777839.537891637","782624.2382302878"
"2","264","0.07","10.67","676717.1529605481","3","777839.537891637","782624.2382302878"
"2","267","0.05","10.64","743100.8579737041","3","777839.537891637","782624.2382302878"
"2","270","0.16","10.93","534123.1177763232","3","777839.537891637","782624.2382302878"
"2","273","0.07","7.46","668531.6579097989","3","777839.537891637","782624.2382302878"
"2","276","0.14","8.81","547637.6884366499","3","777839.537891637","782624.2382302878"
"2","279","0.09","1.15","583449.7859500346","3","777839.537891637","782624.2382302878"
"2","282","0.15","6.25","543523.091327336","3","777839.537891637","782624.2382302878"
"2","285","0","4.91","-438000","3","777839.537891637","782624.2382302878"
"2","288","0.05","6.91","738971.0805072105","3","777839.537891637","782624.2382302878"
"2","291","0.3","9.46","492217.109134115","3","777839.537891637","782624.2382302878"
"2","294","0.07","7.53","654598.1942022529","3","777839.537891637","782624.2382302878"
"2","297","0.03","5.14","744226.8835245455","3","777839.537891637","782624.2382302878"
"2","300","0.03","2.1500000000000004","667754.6018244928","3","777839.537891637","782624.2382302878"
"2","303","0.05","10.21","741962.4838849907","3","777839.537891637","782624.2382302878"
"2","306","0.26","4.050000000000001","506073.70490083116","3","777839.537891637","782624.2382302878"
"2","309","0.49","8.5","474734.2584789901","3","777839.537891637","782624.2382302878"
"2","312","0.07","5.38","653879.823913434","3","777839.537891637","782624.2382302878"
"2","315","0.59","9.89","470576.6543513411","3","777839.537891637","782624.2382302878"
"2","318","0.13","8.370000000000001","555271.3409258914","3","777839.537891637","782624.2382302878"
"2","321","0.03","6.24","753852.9837784885","3","777839.537891637","782624.2382302878"
"2","324","0.1","3.18","595665.8078752281","3","777839.537891637","782624.2382302878"
"2","327","0.01","10.93","624443.0284157085","3","777839.537891637","782624.2382302878"
"2","330","0.2","1.44","524051.71124341356","3","777839.537891637","782624.2382302878"
"2","333","0.26","10.93","496776.31093690573","3","777839.537891637","782624.2382302878"
"2","336","0.05","6.29","737876.3704645721","3","777839.537891637","782624.2382302878"
"2","339","0.13","9.44","555590.1617393516","3","777839.537891637","782624.2382302878"
"2","342","0.14","9.83","548240.9404073288","3","777839.537891637","782624.2382302878"
"2","345","0.05","9.35","726639.4388609622","3","777839.537891637","782624.2382302878"
"2","348","0.01","8.55","586857.7971580443","3","777839.537891637","782624.2382302878"
"2","351","0.24","2.8600000000000003","501573.97779576527","3","777839.537891637","782624.2382302878"
"2","354","0.45","2.96","479939.16747158807","3","777839.537891637","782624.2382302878"
"2","357","0.07","3.18","634104.3352091011","3","777839.537891637","782624.2382302878"
"2","360","0.1","7.46","606633.8538682439","3","777839.537891637","782624.2382302878"
"2","363","0.05","9.09","730613.6341738213","3","777839.537891637","782624.2382302878"
"2","366","0.14","7.2700000000000005","546677.4494440685","3","777839.537891637","782624.2382302878"
"2","369","0.14","9.32","547216.8326825524","3","777839.537891637","782624.2382302878"
"2","372","0.13","10.47","561714.912100288","3","777839.537891637","782624.2382302878"
"2","375","0.03","10.63","771780.350842666","3","777839.537891637","782624.2382302878"
"2","378","0.14","2.27","561184.3867776274","3","777839.537891637","782624.2382302878"
"2","381","0.26","7.140000000000001","501476.60421945556","3","777839.537891637","782624.2382302878"
"2","384","0.05","3.18","684999.7145686866","3","777839.537891637","782624.2382302878"
"2","387","0.03","8.48","771079.6764907232","3","777839.537891637","782624.2382302878"
"2","390","0.05","6.28","728621.7202790795","3","777839.537891637","782624.2382302878"
"2","393","0.86","7.09","465467.867611797","3","777839.537891637","782624.2382302878"
"2","396","0.03","5.99","761596.6966101597","3","777839.537891637","782624.2382302878"
"2","399","0.06","9.44","706840.2541202661","3","777839.537891637","782624.2382302878"
"2","402","0.08","1.48","617541.5214742683","3","777839.537891637","782624.2382302878"
"2","405","0.07","6.21","657073.2916726702","3","777839.537891637","782624.2382302878"
"2","408","0.03","5.3500000000000005","746306.7810816052","3","777839.537891637","782624.2382302878"
"2","411","0.01","1.97","373387.5639351741","3","777839.537891637","782624.2382302878"
"2","414","0.03","5.3500000000000005","759394.9464724036","3","777839.537891637","782624.2382302878"
"2","417","0.03","10.21","784140.0238408921","3","784140.0238408921","778736.2159544409"
"2","420","0.05","9.85","731905.1182546545","3","784140.0238408921","778736.2159544409"
"2","423","0.04","10.93","778691.956360946","3","784140.0238408921","778736.2159544409"
"2","426","0.05","8.850000000000001","725725.4339870727","3","784140.0238408921","778736.2159544409"
"2","429","0.06","6.42","691267.9378610871","3","784140.0238408921","778736.2159544409"
"2","432","0.04","6.24","753149.5469311378","3","784140.0238408921","778736.2159544409"
"2","435","0.13","8.55","560848.1906231878","3","784140.0238408921","778736.2159544409"
"2","438","0.14","8.8","550823.690375959","3","784140.0238408921","778736.2159544409"
"2","441","0.05","7.5200000000000005","726177.8823263639","3","784140.0238408921","778736.2159544409"
"2","444","0.03","6.3100000000000005","765224.8814958218","3","784140.0238408921","778736.2159544409"
"2","447","0.05","5.33","704025.7119854633","3","784140.0238408921","778736.2159544409"
"2","450","0.02","9.700000000000001","753819.1988076031","3","784140.0238408921","778736.2159544409"
"2","453","0.05","10.07","732557.8164994778","3","784140.0238408921","778736.2159544409"
"2","456","0.02","1.12","555382.6649424756","3","784140.0238408921","778736.2159544409"
"2","459","0.02","8.55","756899.1353143282","3","784140.0238408921","778736.2159544409"
"2","462","0.12","10.93","568872.2951507906","3","784140.0238408921","778736.2159544409"
