balance
776700.7597216548
755880.5469347792
758918.8707266179
784845.2004472405
756733.6927570425
775727.7086203347
777595.289965207
762090.8970759629
732382.4834207733
789789.5233392781
751214.8609288591
755955.9837806788
760954.4343005074
787062.0684088102
813655.0137813399
763716.2679508708
742363.0065132896
780816.7823155962
769509.4945748354
741875.9471646211
783867.2010046694
790051.6776846104
758748.9346226571
769249.178964113
772300.1227056489
770451.5273100117
750435.917533443
797264.5724576632
754789.3052847539
777774.5751431921
766351.7137857203
759191.5422572541
721199.0032957536
774407.0881542416
795530.132903238
784190.5030469266
778788.2211191994
757409.718239739
777449.521990584
781939.1052869025
760240.8405002436
792609.1919317564
760626.6624007741
765231.63251294
780239.149203482
776285.6496197839
757190.7664634591
741511.1221417724
747633.3158291974
746758.3924352304
753311.164778643
776336.3994197482
784462.5374522419
772740.6324060842
757943.2234360683
780367.4919506641
755523.0414166829
778331.5940421569
756049.3274215914
716435.7426948467
765945.1880506297
774612.8445629441
736454.3631041688
771496.2828440659
753209.0376568992
783380.1791297208
759865.2131893225
745797.8582816353
793078.9520176564
770563.0281893382
779539.506680214
764953.822768257
754815.6899314858
744784.0231494396
778199.136626399
772310.4538970464
748158.6506261675
796890.0120387151
759648.1777487253
762766.4283748609
768576.8784248052
770664.7632668274
782528.0992254078
796884.8743846961
785400.5363510184
750233.4119977361
772669.485003642
766849.5464843282
745514.5398811378
764316.9021527253
739441.8033859398
799967.6354532241
790794.3349772488
779860.4045912937
752228.0065782225
744456.8122184235
776455.1728863181
784814.6395004923
757787.971149595
754576.2597419099
772702.4707112546
817056.8467148102
773092.6197775332
752066.0613639824
794526.3251234969
754374.9527769438
762171.9944130047
794709.3748655044
765213.3240474345
760554.5108674227
757242.179422733
774738.0019628166
743161.023826367
761184.6677815169
780271.3691619779
767503.2989254313
741488.6778000377
785773.5338519916
747435.9537142607
786347.1235427293
745287.9714431262
748437.6192944142
784258.0456113213
771990.509738152
740795.8963492891
790992.1247605139
763338.6090333066
800869.6564086932
761701.8775129126
796790.3464083343
740270.177365506
776949.13895188
765671.9417986815
737562.4070547512
794973.0909637416
747318.4669236116
789378.7474319846
767938.5375317984
743773.7349941208
797221.5141661871
792124.2828714899
790746.7922716099
770204.2458211004
746784.441090347
773933.7561709813
761325.9558947497
763995.9123447784
766099.605339589
781896.74751167
756889.0900283814
774763.9530831872
774332.4173303221
761342.4439023825
752246.9858304886
749049.2315552513
726463.3545574365
744923.5088621818
790135.1867190069
799216.0467504567
775032.0645518979
763441.7260617317
748217.904564882
774860.2732477426
775739.6209492515
789670.3981941086
767766.593595329
788095.7103513617
788565.768776188
786060.7618067692
777404.2151151032
763755.8314579867
728400.930955728
775635.63649988
777839.9785496901
738228.9960832839
771277.5818753174
793370.072076696
764324.2609358046
752573.5329150506
761500.2510074051
747567.6209570249
770997.2111856382
741535.3977130444
773124.247374319
759409.0722650752
780030.5011479371
795412.2459398811
776551.7656654065
762659.753157171
758708.437142932
719618.571201839
767541.7485259218
778008.9520668082
768376.3466514326
797821.3902653295
738318.4569682042
763261.5656604768
770657.2226232593
766004.2908340809
762189.7952780039
772305.9109822526
774510.3571600994
788618.3114387377
763243.8687318009
755049.6353242055
774429.5548686582
763655.1313105421
763081.1166544306
786001.8641161092
757498.5827485978
789873.4602678998
779288.3076414105
772005.0043760372
790454.1032784255
775482.0685241629
778991.0214954767
760716.3810944125
747059.3082517456
749906.447926804
778662.3739844912
755517.385976972
786274.2115588376
763248.7458480425
785155.6991369256
770731.5038672083
775193.5223704338
783443.4674925853
771434.4287313661
766889.889623347
751021.9876040753
772459.9997790009
777802.5985576664
773039.6480095461
765281.2639171613
784671.7804742223
757664.067641801
781679.5349812165
764220.1077270465
742881.8445414662
765761.0735725871
777645.1296303705
750438.7776828192
789380.8838729927
784507.7641786252
768204.3330512771
790340.6711877349
736424.8456769015
771092.241560815
746636.0324509856
758078.0830511473
784442.3364469993
755677.7217272465
797202.2866277546
767728.104709778
780232.8308990482
786443.2027608523
784675.9815291715
782129.9774835404
777786.228664282
774982.5729491782
774576.023281911
797205.8630284679
784162.3956954036
770809.6731641933
741678.3461066585
806699.477793736
771896.337260294
775156.5707970673
752997.2856742672
755919.7037202243
765472.4161522575
745968.9002835564
742798.5039139593
747140.2069623901
750046.7287788212
767922.0445346511
782499.711337119
757963.7881578613
769341.4176804051
751555.9229341683
746809.3735247505
770114.3044944067
786320.9886517162
785938.6411315294
767292.7598043202
754322.498696008
787770.7287418053
757061.853756193
778283.8261905572
782972.7632206855
762939.5291041317
742179.8643134165
743193.685123708
737110.9523633742
753877.2769150775
786481.1478477839
774567.6237166811
791083.7817417112
781821.4903188891
755199.0749353177
797981.3252288917
763493.1107728217
789317.275627184
766779.8918474448
789816.3889697556
755548.1180181523
765338.8386045746
763902.6530385836
798737.914194505
779376.5140618575
778234.3459621539
760637.1155282205
766329.277997307
761565.9134920981
780724.2051392772
781370.2938192065
745162.7162382066
772483.588027156
792853.2457587692
773578.2841295586
757589.3070192358
759211.2753734489
752368.3129693908
761720.9273856202
758302.876744035
781569.7873783924
770140.4252331948
752865.8108186141
768788.6967495778
784258.479731299
763074.6185279846
793049.1311773338
785866.9445144607
774764.4797332594
770884.8078743
781810.6518368364
791834.1556523198
759272.5818933229
762231.522448438
793958.8568331917
767401.8272570852
762302.2707718924
781166.9908557956
751802.8106701535
771285.9341979182
760872.1523959903
783698.6758988728
768630.6601801207
716962.8545055555
758430.5650796572
775269.8978261603
732537.5066053368
722392.2740468627
771446.6002652853
777761.7755957437
789285.2695544069
742439.5121833124
744596.3694066961
774678.9227289042
784173.2842916974
774420.5317786405
779332.0044272245
780641.5001964967
774455.3877925352
762974.7371434928
760872.5305690591
754826.3396605859
763858.6172928867
789211.4987053775
787614.6204052899
756416.6530868801
734239.3334986536
751404.4892944384
771521.8992055448
764292.1987866298
740240.07513413
774770.5798263763
771817.8664192432
773783.4852331653
751437.8552816638
758600.901725595
768106.419017575
772457.8628881206
783226.3988330961
772257.1805939542
773817.1223777581
780859.8289439849
769406.9673081071
736507.5961759663
762257.5990622968
789522.3628173535
782137.7554829426
776894.7207114621
773671.7534086836
748517.616413896
731849.1782443805
768198.4756218846
771890.7494963049
801437.9727977763
763000.6322263648
770307.7329788225
762549.8534506953
756949.8799276334
793410.9627246191
777148.6020587411
766715.5355903968
763431.0646444529
762281.8253419063
775762.1072881784
768476.482214655
808933.8768865461
768111.7806977397
775404.2193180259
756585.8213966565
775848.5109745848
748601.6767491768
776262.7734917443
788072.4519814904
769656.6452294546
758722.2824411817
800295.1215401998
740917.288751622
775417.1210281216
745997.3638411276
753573.2180256742
762873.8937983665
790222.5153505394
791057.6011065504
757328.2795228496
801012.9706325397
777446.1115739956
753141.2065016526
780362.6714820089
767522.3509592648
794306.7182481061
758109.2348031119
760260.1174085496
779369.2436485034
774979.9518801539
757930.1046319898
761330.2553666345
787789.4516725289
799267.8136318667
760425.0977130648
779116.660612339
784054.4169541058
754474.784578546
790723.7531337045
724093.4488785422
785428.4403759604
763078.4623688135
798590.6344779171
752625.8903304939
791387.6300035046
765566.2418796864
773142.0494665076
765317.913572875
761513.9708041373
755577.6532290232
778063.9343694303
796793.0878355002
751713.5091424951
785470.7544563382
766326.7740723016
767910.3056538287
805683.3151831056
781474.8828043113
777421.6445747176
781729.2984343688
759416.9294994617
769031.655266304
779980.1117162087
763779.1522826633
770049.7571158969
791172.7001147809
768357.8881830431
786737.5889180251
784293.8300968008
770423.4318346061
772264.7779201588
759086.2070394733
751931.0201702475
773232.277248694
793232.6972746769
779803.9557510533
752216.2822846221
745662.9903400667
757181.6884034675
766967.3823803978
756204.9069324121
759454.7560244506
790890.4358590919
763009.0352072042
783109.2754027263
749792.7984669984
750362.3544881722
762325.5476309547
799728.4071279241
772974.5743975122
780339.6218004267
