"BehaviorSpace results (NetLogo 6.3.0)"
"nl-poseidon.nlogo"
"exploration-prob"
"09/19/2023 19:44:15:636 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-5","5","-5","5"
"[run number]","min-mpa-x","exploration-probability","number-of-fishers","hourly-costs","min-mpa-y","diffusion-rate","growth-rate","price-of-fish","max-mpa-x","carrying-capacity","max-mpa-y","catchability","speed","exploration-radius","[step]","mean [ bank-balance ] of fishers"
"230","5","0.46","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","475708.9405731203"
"231","5","0.47","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","475578.50466259406"
"232","5","0.47","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","474468.7037448654"
"233","5","0.47","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","474208.17080256226"
"234","5","0.47","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","475186.55947857036"
"235","5","0.47","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","477123.45902612485"
"236","5","0.48","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","473946.8515545936"
"237","5","0.48","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","473719.6621439772"
"238","5","0.48","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","475662.56836736796"
"239","5","0.48","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","473041.3369672428"
"240","5","0.48","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","475037.8665954888"
"241","5","0.49","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","473256.10241623444"
"242","5","0.49","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","473081.2422527237"
"243","5","0.49","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","473330.91641459987"
"244","5","0.49","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","473813.2548854582"
"245","5","0.49","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","472519.68492984725"
"246","5","0.5","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","473652.86301674106"
"247","5","0.5","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","475714.19610872306"
"248","5","0.5","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","474292.07695376285"
"249","5","0.5","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","473247.35563768254"
"250","5","0.5","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","473918.0131304977"
"251","5","0.51","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","474657.86907322076"
"252","5","0.51","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","472712.3313123693"
"253","5","0.51","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","472658.81968821026"
"254","5","0.51","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","475861.9663220889"
"255","5","0.51","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","475117.3560362704"
"256","5","0.52","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","472835.66843643994"
"257","5","0.52","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","472210.0981433352"
"258","5","0.52","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","472097.98753897945"
"259","5","0.52","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","473225.7088957919"
"260","5","0.52","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","472250.2916481674"
"261","5","0.53","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","472477.0625302129"
"262","5","0.53","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","473420.9838839418"
"264","5","0.53","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","473393.90347770596"
"263","5","0.53","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","471736.52803463844"
"265","5","0.53","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","470834.32275534736"
"266","5","0.54","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","472171.3264844863"
"268","5","0.54","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","470944.87792005704"
"267","5","0.54","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","473420.4004996619"
"269","5","0.54","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","472020.9354036374"
"270","5","0.54","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","472514.8724607474"
"271","5","0.55","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","470062.96564517193"
"272","5","0.55","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","474096.04021030216"
"273","5","0.55","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","470873.41567018064"
"274","5","0.55","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","473121.00131579046"
"275","5","0.55","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468370.91508925514"
"276","5","0.56","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","470778.2923739183"
"277","5","0.56","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","469491.7526044182"
"278","5","0.56","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","471685.7458592108"
"279","5","0.56","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","469139.0923160081"
"280","5","0.56","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","469998.8455014599"
"281","5","0.57","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","472908.01446159114"
"282","5","0.57","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","469919.5306284484"
"283","5","0.57","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468379.29927809536"
"284","5","0.57","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","471281.5984193888"
"285","5","0.57","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","473120.794758268"
"286","5","0.58","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468433.2956457015"
"287","5","0.58","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","469063.54464824824"
"288","5","0.58","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","471131.53641398496"
"289","5","0.58","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","469381.6617686717"
"290","5","0.58","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468918.8133691055"
"292","5","0.59","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","469566.00530378753"
"291","5","0.59","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468284.6187815769"
"293","5","0.59","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","469858.6215970444"
"294","5","0.59","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468890.1089780994"
"296","5","0.6","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","469450.7403638884"
"295","5","0.59","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","469445.87337708817"
"297","5","0.6","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","469538.91502457665"
"298","5","0.6","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468866.1895227153"
"299","5","0.6","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468271.4574458259"
"300","5","0.6","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468898.4215716797"
"301","5","0.61","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467655.31617404247"
"302","5","0.61","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467950.3616819176"
"303","5","0.61","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467797.71053336107"
"304","5","0.61","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468885.91153801995"
"305","5","0.61","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","469392.26469761913"
"306","5","0.62","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467807.500459352"
"307","5","0.62","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468073.1847008051"
"308","5","0.62","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","469880.08952182817"
"309","5","0.62","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468553.23809850053"
"310","5","0.62","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","470024.1422620157"
"311","5","0.63","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","469369.8152220023"
"312","5","0.63","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466602.44624097296"
"313","5","0.63","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468655.51786579617"
"314","5","0.63","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468997.72596879164"
"315","5","0.63","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468029.81942671054"
"316","5","0.64","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467771.731242075"
"317","5","0.64","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467625.6284152708"
"318","5","0.64","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468361.78553173353"
"319","5","0.64","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","469722.3106512371"
"320","5","0.64","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468040.7928954954"
"321","5","0.65","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468856.67037697055"
"322","5","0.65","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468160.4578301393"
"323","5","0.65","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468449.55943495134"
"324","5","0.65","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466402.11746426544"
"325","5","0.65","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467312.44810734026"
"326","5","0.66","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468057.5515646489"
"327","5","0.66","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467349.57378191577"
"328","5","0.66","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467918.8308749905"
"329","5","0.66","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467936.46785821836"
"330","5","0.66","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467990.08394199895"
"331","5","0.67","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466905.6626324034"
"332","5","0.67","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468087.7203457512"
"333","5","0.67","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468844.14354024077"
"334","5","0.67","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467346.21196292696"
"335","5","0.67","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468459.32066361705"
"336","5","0.68","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466732.8284082575"
"337","5","0.68","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","469029.81061042094"
"339","5","0.68","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468628.8861970691"
"338","5","0.68","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468234.6474126436"
"340","5","0.68","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467388.6352485633"
"341","5","0.69","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467836.7635845319"
"343","5","0.69","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466355.81330097304"
"342","5","0.69","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466605.0143476597"
"344","5","0.69","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466139.15384350205"
"345","5","0.69","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467518.2181117063"
"346","5","0.7","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467940.3227651434"
"347","5","0.7","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467041.5589199007"
"348","5","0.7","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466363.8792525447"
"349","5","0.7","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468519.1047395954"
"350","5","0.7","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468113.1754144061"
"351","5","0.71","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466261.9764855326"
"352","5","0.71","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466749.69217725063"
"353","5","0.71","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466676.4426778429"
"354","5","0.71","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467263.51425673976"
"355","5","0.71","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468048.4878237456"
"356","5","0.72","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466229.03742707556"
"358","5","0.72","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465992.3235764714"
"357","5","0.72","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466766.13353415276"
"359","5","0.72","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467951.0677016192"
"360","5","0.72","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467864.37958164647"
"361","5","0.73","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465876.1759005357"
"362","5","0.73","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467024.01454657095"
"363","5","0.73","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467305.9083863395"
"364","5","0.73","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466122.69972786325"
"365","5","0.73","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467622.88699057786"
"367","5","0.74","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466115.367661688"
"366","5","0.74","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466095.3961961874"
"368","5","0.74","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466043.4094208189"
"369","5","0.74","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467977.28141707106"
"370","5","0.74","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465978.4174411196"
"371","5","0.75","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466209.54589776753"
"372","5","0.75","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467469.65509193117"
"374","5","0.75","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465910.61724314303"
"373","5","0.75","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465716.6400484707"
"375","5","0.75","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467487.39063775"
"376","5","0.76","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465496.74354017235"
"378","5","0.76","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464936.54103898845"
"377","5","0.76","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465257.0600693793"
"379","5","0.76","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465715.13444467046"
"380","5","0.76","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465979.979831004"
"381","5","0.77","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464366.0950901035"
"382","5","0.77","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466460.9994138351"
"383","5","0.77","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465925.35486537433"
"384","5","0.77","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465110.9795138615"
"385","5","0.77","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467370.67169214395"
"386","5","0.78","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467726.05930438475"
"387","5","0.78","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465445.47938364354"
"388","5","0.78","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466340.3988660199"
"389","5","0.78","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466728.1689412929"
"390","5","0.78","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465824.03277533775"
"391","5","0.79","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","463752.7820314821"
"392","5","0.79","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466174.7764743833"
"394","5","0.79","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467542.79188239155"
"393","5","0.79","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467588.44970736024"
"395","5","0.79","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465760.5832508475"
"396","5","0.8","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466831.32728215813"
"398","5","0.8","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466119.013499725"
"397","5","0.8","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464383.3800908957"
"399","5","0.8","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465184.1062441779"
"400","5","0.8","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464546.4557653362"
"401","5","0.81","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464979.1396346746"
"402","5","0.81","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465099.17220787576"
"403","5","0.81","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467686.21321003494"
"404","5","0.81","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465093.27766697796"
"405","5","0.81","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465753.774472513"
"406","5","0.82","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465086.7530753326"
"407","5","0.82","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","463683.307622562"
"408","5","0.82","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465156.7942996289"
"410","5","0.82","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464828.4649913436"
"409","5","0.82","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464998.84789234516"
"411","5","0.83","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","468261.4979431102"
"412","5","0.83","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465857.95151671104"
"414","5","0.83","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465211.3630489273"
"413","5","0.83","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","462454.8586599055"
"415","5","0.83","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465512.7552720671"
"416","5","0.84","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465733.9483865801"
"417","5","0.84","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466393.2220831019"
"418","5","0.84","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465227.2323093152"
"419","5","0.84","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465435.7954361848"
"420","5","0.84","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464172.63426860765"
"421","5","0.85","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466171.2976697202"
"422","5","0.85","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465265.85571960517"
"423","5","0.85","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","463944.6684934994"
"424","5","0.85","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465676.51147652173"
"425","5","0.85","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464888.205026125"
"426","5","0.86","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465902.7050130795"
"427","5","0.86","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464176.29280205927"
"428","5","0.86","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","467227.3339605067"
"429","5","0.86","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464938.5258859594"
"430","5","0.86","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464724.5899562208"
"431","5","0.87","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465535.1254013469"
"432","5","0.87","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464810.0263834172"
"434","5","0.87","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466285.89153738075"
"433","5","0.87","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465830.13094663806"
"435","5","0.87","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464782.30886533024"
"436","5","0.88","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464705.13414154714"
"437","5","0.88","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464738.59659350716"
"438","5","0.88","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","463782.4758899916"
"439","5","0.88","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","463556.866094888"
"440","5","0.88","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465517.1406899456"
"441","5","0.89","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","462814.5538728071"
"442","5","0.89","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464549.27036659926"
"443","5","0.89","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464794.1244557274"
"444","5","0.89","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464216.8530340708"
"445","5","0.89","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","462023.1825251423"
"446","5","0.9","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465358.29100155184"
"447","5","0.9","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","463272.26810127863"
"449","5","0.9","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464684.22836495994"
"448","5","0.9","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464943.56065538136"
"450","5","0.9","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466374.4884792888"
"451","5","0.91","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464337.9419103566"
"453","5","0.91","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465837.87544353015"
"452","5","0.91","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465265.57862522936"
"456","5","0.92","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","463505.46853517846"
"455","5","0.91","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466506.09808460117"
"454","5","0.91","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464387.15712026745"
"457","5","0.92","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","462981.5506116487"
"458","5","0.92","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","462720.0462231465"
"460","5","0.92","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","463806.5632211483"
"459","5","0.92","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465364.78204584325"
"461","5","0.93","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","463997.45703176997"
"463","5","0.93","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464574.6960493086"
"462","5","0.93","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","466481.2153127121"
"465","5","0.93","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464400.05270167993"
"464","5","0.93","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464875.5159675894"
"466","5","0.94","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464374.9329562772"
"467","5","0.94","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","465634.923781656"
"468","5","0.94","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464511.32130532555"
"469","5","0.94","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","464305.19834346767"
"470","5","0.94","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.93","8760","463720.3547569168"
