"BehaviorSpace results (NetLogo 6.3.0)"
"nl-poseidon.nlogo"
"exploration-radius"
"09/19/2023 19:48:49:976 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-5","5","-5","5"
"[run number]","min-mpa-x","exploration-probability","number-of-fishers","hourly-costs","min-mpa-y","diffusion-rate","growth-rate","price-of-fish","max-mpa-x","carrying-capacity","max-mpa-y","catchability","speed","exploration-radius","[step]","mean [ bank-balance ] of fishers"
"212","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.2","8760","763652.7294215556"
"214","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.2","8760","702547.1100087719"
"213","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.2","8760","774538.7639560188"
"215","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.2","8760","752462.4384074862"
"216","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.3","8760","753169.9591620737"
"217","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.3","8760","759219.2140208691"
"218","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.3","8760","755609.1278644695"
"219","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.3","8760","739408.4175113513"
"220","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.3","8760","741709.0873472926"
"221","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.4","8760","734435.254049429"
"222","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.4","8760","765199.7531293915"
"223","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.4","8760","743134.2031483421"
"224","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.4","8760","757139.1402645415"
"225","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.4","8760","748794.0706307492"
"226","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.5","8760","757678.0340167911"
"227","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.5","8760","735197.4778113951"
"228","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.5","8760","770203.7273810958"
"229","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.5","8760","738860.5453820289"
"231","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.6","8760","778847.7976750359"
"230","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.5","8760","758531.4526969824"
"232","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.6","8760","758072.4133218159"
"233","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.6","8760","757941.17861584"
"235","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.6","8760","749479.8857480714"
"234","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.6","8760","773822.8458393381"
"236","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.7","8760","732598.1034639383"
"237","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.7","8760","747955.6985979241"
"238","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.7","8760","749864.7362507229"
"239","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.7","8760","764730.1105965745"
"240","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.7","8760","723354.1256182136"
"241","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.8","8760","749809.867697054"
"243","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.8","8760","766407.3245972736"
"242","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.8","8760","766295.0689789343"
"244","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.8","8760","757828.2832617785"
"245","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.8","8760","720989.9141195319"
"246","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.9","8760","742788.2610384291"
"247","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.9","8760","725401.6281986128"
"248","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.9","8760","779725.2287939724"
"249","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.9","8760","731715.4047012207"
"250","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","5.9","8760","764937.1540898475"
"251","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6","8760","759352.7981749373"
"252","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6","8760","751040.9188867701"
"253","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6","8760","768199.4853310112"
"254","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6","8760","784563.7298945057"
"255","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6","8760","731236.3664869824"
"256","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.1","8760","738243.6033482346"
"257","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.1","8760","775441.0046326355"
"258","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.1","8760","719748.2369512501"
"259","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.1","8760","778605.9418499585"
"261","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.2","8760","770795.1540511707"
"260","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.1","8760","773537.1240604334"
"262","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.2","8760","784572.3133936542"
"263","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.2","8760","767146.6831796102"
"264","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.2","8760","763782.3235803324"
"265","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.2","8760","741233.1164028747"
"266","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.3","8760","760075.8624316748"
"267","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.3","8760","774804.2199011092"
"268","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.3","8760","747588.5447783521"
"269","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.3","8760","758932.4008649668"
"270","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.3","8760","780783.8473279392"
"271","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.4","8760","764246.4361641498"
"272","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.4","8760","728551.7536259994"
"273","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.4","8760","755709.3204739045"
"274","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.4","8760","769725.3520920628"
"275","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.4","8760","762777.332996516"
"276","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.5","8760","755699.2166490258"
"277","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.5","8760","761127.0171664611"
"278","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.5","8760","772909.4913476992"
"279","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.5","8760","754139.1865303761"
"280","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.5","8760","738479.0867822712"
"281","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.6","8760","787430.8717228286"
"282","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.6","8760","784753.2835769934"
"283","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.6","8760","737684.7481479008"
"284","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.6","8760","746894.0358768898"
"285","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.6","8760","781268.325485414"
"286","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.7","8760","744942.3760033755"
"287","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.7","8760","735848.6832314108"
"288","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.7","8760","799252.58452456"
"289","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.7","8760","759550.0523840738"
"290","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.7","8760","810343.7281513591"
"292","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.8","8760","763597.5578909345"
"291","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.8","8760","783740.8382944507"
"293","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.8","8760","753926.961489466"
"294","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.8","8760","785503.5639602968"
"296","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.9","8760","717096.136882576"
"295","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.8","8760","761331.0523649161"
"298","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.9","8760","730745.3660309877"
"297","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.9","8760","750753.212461604"
"299","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.9","8760","775622.8227617912"
"300","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","6.9","8760","737551.1319558133"
"301","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7","8760","778017.6224485731"
"302","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7","8760","743076.4438282523"
"303","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7","8760","803653.1293327551"
"304","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7","8760","770460.3952817272"
"305","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7","8760","763154.3269654314"
"306","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.1","8760","764127.6005069312"
"308","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.1","8760","743035.0487229474"
"307","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.1","8760","778810.8097325442"
"310","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.1","8760","781033.4046814671"
"309","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.1","8760","771101.419630564"
"311","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.2","8760","793272.540734094"
"312","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.2","8760","768274.6574270098"
"314","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.2","8760","769486.9407827787"
"313","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.2","8760","763356.65487755"
"315","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.2","8760","746625.5274374932"
"316","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.3","8760","763862.2470214326"
"318","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.3","8760","769583.7035029316"
"317","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.3","8760","752736.3552618255"
"319","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.3","8760","757446.0864173506"
"320","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.3","8760","778402.4977680471"
"321","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.4","8760","756973.3035377582"
"322","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.4","8760","782548.7295625161"
"323","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.4","8760","764584.6478755943"
"324","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.4","8760","749367.9400941016"
"325","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.4","8760","766471.5230418545"
"326","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.5","8760","763457.0627896576"
"327","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.5","8760","750728.1764043033"
"329","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.5","8760","763584.8284551748"
"328","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.5","8760","788793.3371786705"
"330","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.5","8760","779585.4448213791"
"331","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.6","8760","763979.107779605"
"332","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.6","8760","779992.2547498285"
"333","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.6","8760","761148.1304618535"
"334","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.6","8760","789506.7860147662"
"335","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.6","8760","760517.8982380793"
"337","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.7","8760","754847.2691824947"
"336","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.7","8760","761845.8980851116"
"338","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.7","8760","762841.7834975712"
"339","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.7","8760","786866.57187486"
"341","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.8","8760","769038.7872444738"
"340","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.7","8760","793453.5067444171"
"342","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.8","8760","794165.3747805001"
"343","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.8","8760","773093.2968568335"
"345","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.8","8760","777225.0573320661"
"344","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.8","8760","768706.1874863394"
"346","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.9","8760","780700.7599589744"
"347","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.9","8760","774330.2451231964"
"349","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.9","8760","807158.7087620071"
"350","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.9","8760","781399.2094679197"
"348","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","7.9","8760","780094.5400712161"
"351","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8","8760","751164.2082488267"
"352","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8","8760","787414.8741677831"
"353","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8","8760","785364.2035576812"
"354","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8","8760","735603.510356351"
"355","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8","8760","773978.4073564749"
"357","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.1","8760","765207.4424842814"
"356","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.1","8760","800522.2617685703"
"358","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.1","8760","808835.6989792646"
"359","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.1","8760","797883.5432389688"
"360","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.1","8760","789144.661514553"
"362","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.2","8760","794874.6866090373"
"363","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.2","8760","764856.0266494757"
"361","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.2","8760","759714.5481945425"
"364","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.2","8760","772470.9350782115"
"365","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.2","8760","797113.7681979205"
"366","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.3","8760","806166.4334493552"
"367","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.3","8760","777659.8362358691"
"368","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.3","8760","765879.975170783"
"371","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.4","8760","782716.2395066075"
"369","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.3","8760","776642.905007279"
"370","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.3","8760","763825.633963515"
"372","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.4","8760","761310.7210287378"
"373","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.4","8760","780044.2424690621"
"374","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.4","8760","782857.6356741472"
"375","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.4","8760","767550.6931894848"
"376","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.5","8760","786376.2514386886"
"377","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.5","8760","763865.1408849678"
"379","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.5","8760","774058.7641631418"
"378","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.5","8760","778195.2236424228"
"380","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.5","8760","767905.5937223552"
"381","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.6","8760","784381.2833640284"
"383","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.6","8760","767261.4382160901"
"382","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.6","8760","778035.1664803985"
"384","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.6","8760","784322.5656175085"
"385","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.6","8760","777248.6969902777"
"386","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.7","8760","784176.1003535443"
"387","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.7","8760","796146.2769598371"
"388","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.7","8760","769947.2516439444"
"389","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.7","8760","795937.1415316984"
"390","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.7","8760","759162.7718142528"
"391","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.8","8760","776519.3792874137"
"392","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.8","8760","755350.2332818552"
"393","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.8","8760","790533.0618798902"
"395","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.8","8760","790552.3295656975"
"394","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.8","8760","756483.4753604336"
"396","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.9","8760","794566.4089566214"
"397","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.9","8760","777899.1662975253"
"399","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.9","8760","777942.9673639035"
"398","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.9","8760","758518.3956924349"
"400","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","8.9","8760","744308.0763524717"
"401","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9","8760","789668.3188914476"
"402","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9","8760","765592.4086826858"
"404","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9","8760","803750.3133589304"
"403","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9","8760","786055.7598883074"
"405","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9","8760","779955.2071967694"
"406","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.1","8760","775296.0343107326"
"408","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.1","8760","791546.4565221263"
"407","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.1","8760","780463.3250690714"
"409","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.1","8760","754506.0203616509"
"411","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.2","8760","789420.5029005685"
"410","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.1","8760","788264.9620248972"
"412","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.2","8760","780236.3235316916"
"413","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.2","8760","807720.267946864"
"414","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.2","8760","757359.7825922233"
"415","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.2","8760","784101.2244031813"
"416","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.3","8760","776834.1988256088"
"417","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.3","8760","776946.8369295135"
"419","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.3","8760","767792.2284946182"
"418","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.3","8760","792846.7825967195"
"420","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.3","8760","773140.8196029369"
"421","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.4","8760","782413.7872423171"
"422","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.4","8760","774755.5309295757"
"423","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.4","8760","763574.4858977587"
"424","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.4","8760","795333.3948602529"
"425","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.4","8760","777226.9826850971"
"426","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.5","8760","787898.6588405796"
"427","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.5","8760","770676.5399390188"
"428","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.5","8760","798725.9349399444"
"429","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.5","8760","753577.8592686745"
"430","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.5","8760","795819.2505768917"
"431","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.6","8760","790225.3274489477"
"432","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.6","8760","788384.8825393128"
"433","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.6","8760","792976.3703304091"
"434","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.6","8760","792236.6848801789"
"436","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.7","8760","753602.1041354832"
"435","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.6","8760","774378.2800303932"
"437","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.7","8760","763986.174982571"
"438","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.7","8760","777572.7463605334"
"439","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.7","8760","792330.0378354118"
"440","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.7","8760","765690.3253932643"
"441","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.8","8760","766695.0951257613"
"442","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.8","8760","784876.0550629678"
"443","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.8","8760","795981.3288461689"
"444","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.8","8760","767303.0777626489"
"445","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.8","8760","790843.7359720877"
"446","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.9","8760","775711.5299512629"
"447","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.9","8760","762046.4102792081"
"448","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.9","8760","772510.384866944"
"449","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.9","8760","789767.101778884"
"450","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","9.9","8760","772621.2741471472"
"452","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10","8760","779741.9121348597"
"451","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10","8760","770322.664599895"
"453","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10","8760","767853.7579920262"
